,p.value_thi.ks,p.value_delj.ks,p.value_aj.ks,p.value_thi.wilcoxon,p.value_delj.wilcoxon,p.value_aj.wilcoxon,RSE_thi,RSE_delj,RSE_aj,corr_thi_to_pred_thi,corr_delj_to_pred_delj,corr_aj_to_pred_aj
0,0.002219935934558366,0.024055802841094577,0.0007377026282063397,2.780026650061847e-06,0.22354068509721836,0.6084337865773708,0.1386571562270108,0.5684987002448497,0.45795263829951927,0.9886921910178738,0.6681878508128235,0.8177561445399174
1,0.07822115797841851,0.0037294923618311367,6.281176788972264e-05,0.11295094131626206,0.14583227876539612,0.08558480118974492,0.09120009683779323,0.5961685015474097,0.6922150037773456,0.9938655992963386,0.6453410775268503,0.615884361443148
2,0.2819416298082479,0.015577131622877688,3.751914289152195e-06,0.23963200276016683,0.8878926004885652,0.006670964954380931,0.09120431616391768,0.5149205144339897,0.5181830742304162,0.9897242780705388,0.7099978609145109,0.8533674239151504
3,0.05390207893129876,0.0037294923618311367,8.001543644272532e-07,0.7700896655852555,0.9807981497441512,0.006137474165144637,0.06773970524202688,0.751375529793359,0.7089913639388659,0.9929825532880987,0.5022092670935544,0.6369611445671192
4,0.024055802841094577,0.015577131622877688,1.7527190839835072e-06,0.034761014534853515,0.5940748720051938,0.00029790182071668823,0.07967080712785053,0.4283400470244428,0.508193289246093,0.9924797085804621,0.7823635802934724,0.894855573875699
5,0.2819416298082479,0.0012935059781377376,3.211428734211389e-05,1.83436855193295e-05,0.032744699137085366,0.003212424003975313,0.11669287950923378,0.6590850865099271,0.5648801579423288,0.9802289851524162,0.6035388809958854,0.7477144191986926
6,0.05390207893129876,0.0007377026282063397,6.281176788972264e-05,0.04249786023307309,0.09005756221599329,0.006953041443523982,0.0871690746391303,0.4934055480007763,0.6410619293143656,0.9893176356518529,0.7523361862561636,0.7078035270205252
7,0.2819416298082479,0.03638428787491733,2.749465483696122e-08,0.40342896597006617,0.5428005457253031,7.3402581855018425e-06,0.05092335134558468,0.4250937738378,0.5389863699431584,0.9952993750063742,0.7894311001911208,0.881856269091299
8,0.2819416298082479,0.0002248739317492479,3.751914289152195e-06,0.01477807881436309,0.009339407150918728,0.0005422759138800561,0.08268060328575996,0.571965552313955,0.6621100081382819,0.987761722571561,0.6919341230413948,0.7277426182643402
9,0.36818778606286096,0.002219935934558366,8.001543644272532e-07,0.7885535816793301,0.5916968660875195,0.0025087212297265674,0.06222132595515199,0.85102713672467,0.6710570871911623,0.9942736136613105,0.4151778478725793,0.7040487228424605
10,0.21117008625127576,0.0061340334218580265,6.281176788972264e-05,0.6400619540504373,0.9042127340742919,0.008971798768232087,0.08316017522826205,0.4075533582389353,0.51298702357209,0.9929504266395832,0.8156548608873587,0.8529539411360029
