,p.value_thi.ks,p.value_delj.ks,p.value_aj.ks,p.value_thi.wilcoxon,p.value_delj.wilcoxon,p.value_aj.wilcoxon,RSE_thi,RSE_delj,RSE_aj,corr_thi_to_pred_thi,corr_delj_to_pred_delj,corr_aj_to_pred_aj
0,0.2719135601522248,8.994053173844458e-07,2.4311282147882553e-17,0.49006249702346216,0.6174847340912146,1.6293338892630639e-06,0.07696952067489896,0.4512493853809568,0.5294934660673646,0.9962956953333973,0.7732714290042108,0.834030748466591
