,p.value_thi,p.value_delj,p.value_aj,corr_thi_to_pred_thi,corr_delj_to_pred_delj,corr_aj_to_pred_aj
24,0.9578462903438838,0.02651515482973004,0.0004688948594180668,0.9982862431623918,0.6930353296807957,0.8491896569457917
25,0.8079631540901643,0.005536865013092585,0.06580849821915531,0.9921523045315704,0.6642946027447341,0.8263910755106759
26,0.8079631540901643,0.2488247843957968,0.5182685170344619,0.9980258359522098,0.6361102303982511,0.8279172860577497
27,0.8079631540901643,0.34165950354815394,0.05296383973125253,0.9972671906415698,0.4151480659904701,0.666370657077364
28,0.39294501397971776,0.3958302746926979,0.12122695053622792,0.993813610995822,0.5888490545405933,0.7165657319345857
29,0.9988393756362764,0.2488247843957968,0.17609362474930004,0.9993902992662618,0.6486235761773307,0.843350328270511
30,0.9578462903438838,0.04233971280738159,0.14660689047075634,0.9979069156563368,0.6420873041270627,0.7993557037553471
31,0.9988393756362764,0.2100574938126404,0.0995625196612894,0.9976984023910568,0.5591500828395504,0.8378493423385273
32,0.9988393756362764,0.5849809189839711,0.3958302746926979,0.9979344384294704,0.5969523012970871,0.7922552652429833
33,0.9578462903438838,0.2926468667924955,0.4548928024568597,0.9985508307402524,0.4903941946174677,0.7184843942610256
34,0.9988393756362764,0.04233971280738159,0.5849809189839711,0.9993094780771932,0.5148099007163149,0.7890830130410903
35,0.9988393756362764,0.5849809189839711,0.7220634112888834,0.9986553666493528,0.4520403468794935,0.6289581362260894
36,0.9578462903438838,0.12122695053622792,0.14660689047075634,0.9991281776793932,0.5454863267371659,0.8600895915474325
37,0.9578462903438838,0.033619141621670706,0.004164755648201053,0.9969267580685188,0.597656035569975,0.7790842079947946
38,0.9578462903438838,0.7220634112888834,0.0995625196612894,0.99662674337265,0.5655058581434368,0.8263131271381965
39,0.9578462903438838,0.2488247843957968,0.2926468667924955,0.9978287132695384,0.6479528282738354,0.8321972304971721
40,0.9988393756362764,0.34165950354815394,0.3958302746926979,0.9970312604341552,0.4855092243412721,0.7609729291088249
41,0.9988393756362764,0.4548928024568597,0.8483422371364409,0.9968927741042743,0.538430772870925,0.7215458066198086
42,0.9578462903438838,0.2926468667924955,0.2100574938126404,0.9985153758337978,0.7394466290162638,0.8795688438012259
43,0.9578462903438838,0.4548928024568597,0.7879453299387805,0.997498131352354,0.5191972369364881,0.7151035239433094
44,0.5940706297759378,0.17609362474930004,0.9704671760269938,0.9941360096427518,0.5208215678519639,0.7614111937123859
45,0.5940706297759378,0.2100574938126404,0.14660689047075634,0.9935244595527932,0.4948405149548916,0.7576646060154495
46,0.9578462903438838,0.04233971280738159,0.14660689047075634,0.9988162019310802,0.44128516349854296,0.7062227111337226
47,0.9578462903438838,0.05296383973125253,0.04233971280738159,0.99877383019785,0.6138755867233324,0.8010202975410824
48,0.9578462903438838,0.65357468169842,0.65357468169842,0.9977008473086671,0.4467410376782146,0.6986724551060959
49,0.9988393756362764,0.2488247843957968,0.033619141621670706,0.9981121772005802,0.5647579763222874,0.8292440210630667
50,0.39294501397971776,0.2926468667924955,0.7220634112888834,0.9982633696378412,0.3957984938886002,0.7362018086225044
51,0.8079631540901643,0.0812184963146534,0.02651515482973004,0.9968899100181942,0.4111793131102253,0.7758693912141518
52,0.9578462903438838,0.17609362474930004,0.14660689047075634,0.9986723988241184,0.7600645564635459,0.8651628091188406
53,0.23907300248018645,0.12122695053622792,0.2488247843957968,0.9950610224597859,0.4690674082806288,0.6774104585387062
54,0.9578462903438838,0.00958895491281293,0.34165950354815394,0.9966755041905612,0.5553573356361263,0.7930830613578193
55,0.9988393756362764,0.06580849821915531,0.5849809189839711,0.9973332046379072,0.5500128425365398,0.7442578760979625
56,0.8079631540901643,0.0207715383795562,0.033619141621670706,0.9962531122117604,0.5858318285768027,0.7308016788157046
57,0.8079631540901643,0.01616247763682491,0.00958895491281293,0.9957297986675944,0.6230914550354605,0.8787056242391783
58,0.8079631540901643,0.17609362474930004,0.2488247843957968,0.9967172344577258,0.5596343725955644,0.759093337892411
59,0.9578462903438838,0.14660689047075634,0.02651515482973004,0.99706706864128,0.6406093449288991,0.8398535067614078
60,0.5940706297759378,0.34165950354815394,0.06580849821915531,0.9982794344861112,0.5680721337078825,0.7368864980425142
61,0.8079631540901643,0.2926468667924955,0.65357468169842,0.9970546177469364,0.4446316149388296,0.7582414160886741
62,0.8079631540901643,0.2100574938126404,0.02651515482973004,0.9980651366169588,0.6888032736554865,0.8858128793762585
63,0.9988393756362764,0.0812184963146534,0.01616247763682491,0.9986936573013888,0.6939421523071094,0.8739008977203089
64,0.5940706297759378,0.2100574938126404,0.2926468667924955,0.9951081740990324,0.32689154035924795,0.6357061741380163
65,0.9988393756362764,0.0995625196612894,0.14660689047075634,0.9988421564287496,0.4131101870605747,0.7187313493925196
66,0.8079631540901643,0.4548928024568597,0.0995625196612894,0.995532707505424,0.4579936685597071,0.7448060347575776
67,0.8079631540901643,0.3958302746926979,0.14660689047075634,0.9978938334682445,0.5317438377952994,0.7846583909050389
68,0.9988393756362764,0.2488247843957968,0.5182685170344619,0.9990010288099492,0.5911414243042855,0.7830546778416121
69,0.8079631540901643,0.2488247843957968,0.04233971280738159,0.9946036771355432,0.5957946006011758,0.7693957018726975
70,0.9988393756362764,0.2926468667924955,0.14660689047075634,0.9989479099682652,0.6033192389110068,0.8406625004955215
71,0.8079631540901643,0.0995625196612894,0.5849809189839711,0.9983679135598118,0.4636031476511074,0.6915429289645124
72,0.9988393756362764,0.0995625196612894,0.01616247763682491,0.9978603136438478,0.7157534826648824,0.8619960908741001
73,0.39294501397971776,0.14660689047075634,0.4548928024568597,0.9972756707764046,0.641685033919753,0.8657997514234655
74,0.8079631540901643,0.5849809189839711,0.65357468169842,0.9978777501824954,0.43930650504821256,0.7549945105701686
75,0.8079631540901643,0.12122695053622792,0.7220634112888834,0.9945574150204246,0.4677781448716892,0.7600754909843563
76,0.9578462903438838,0.5182685170344619,0.5182685170344619,0.9971804856850596,0.4813962399069415,0.6235279946446706
77,0.8079631540901643,0.033619141621670706,0.012491357471341868,0.9978466071602008,0.5550451562094718,0.7197236261218887
78,0.9988393756362764,0.04233971280738159,0.05296383973125253,0.998312921197662,0.6255667934031153,0.800953865078315
79,0.9578462903438838,0.7220634112888834,0.7879453299387805,0.9987007702828437,0.582576649006967,0.8090395716289603
80,0.8079631540901643,0.12122695053622792,0.2926468667924955,0.996853295308135,0.41602953920855457,0.6853096872573484
81,0.9578462903438838,0.14660689047075634,0.04233971280738159,0.9975181032962313,0.5456461661244278,0.7067043908872157
82,0.8079631540901643,0.04233971280738159,0.34165950354815394,0.9956505606400754,0.5044395937096584,0.8127167649677154
83,0.9578462903438838,0.2926468667924955,0.14660689047075634,0.9985526627103224,0.6372367779254218,0.8549197821969371
84,0.9988393756362764,0.12122695053622792,0.17609362474930004,0.9988022240801931,0.5388556574530322,0.7744156883720208
85,0.8079631540901643,0.14660689047075634,0.12122695053622792,0.9979325328701106,0.6213583699826071,0.8159800097750158
86,0.9988393756362764,0.17609362474930004,0.34165950354815394,0.9986535188977496,0.5134391115350813,0.7813569004463568
87,0.9578462903438838,0.2488247843957968,0.012491357471341868,0.997820813656648,0.6423733511300347,0.7596164016762939
88,0.8079631540901643,0.0995625196612894,0.65357468169842,0.9973983901764713,0.6239320070350624,0.7497976816946268
89,0.8079631540901643,0.14660689047075634,0.05296383973125253,0.9977801290120828,0.5602127914702225,0.8297824749182271
90,0.9578462903438838,0.5182685170344619,0.4548928024568597,0.9990937109313468,0.6272100381796558,0.8305853559103036
91,0.9578462903438838,0.01616247763682491,0.0995625196612894,0.9979039238694944,0.5574396364407401,0.8100388766927904
92,0.23907300248018645,0.4548928024568597,0.3958302746926979,0.9967801030835683,0.4738600318300577,0.7117609111557388
93,0.9578462903438838,0.2926468667924955,0.2488247843957968,0.9972702660023894,0.5488494540834732,0.6702057590584152
94,0.9578462903438838,0.17609362474930004,0.06580849821915531,0.9955650945448852,0.5576828576040325,0.7886060406341672
95,0.23907300248018645,0.01616247763682491,0.2926468667924955,0.9911693484347938,0.5995704238647253,0.7447989419252605
96,0.8079631540901643,0.17609362474930004,0.2926468667924955,0.9966920678554968,0.3413461219159409,0.6250845425116531
97,0.8079631540901643,0.04233971280738159,0.06580849821915531,0.9988631545286522,0.6235887087059825,0.7808277873843945
98,0.9578462903438838,0.3958302746926979,0.2100574938126404,0.997429330331152,0.4833238432086565,0.722289029179112
99,0.9578462903438838,0.14660689047075634,0.34165950354815394,0.9986821122883289,0.5037450242803119,0.6837817761150178
