,p.value_thi.ks,p.value_delj.ks,p.value_aj.ks,p.value_thi.wilcoxon,p.value_delj.wilcoxon,p.value_aj.wilcoxon,RSE_thi,RSE_delj,RSE_aj,corr_thi_to_pred_thi,corr_delj_to_pred_delj,corr_aj_to_pred_aj
0,0.0037294923618311367,0.469506448503778,3.751914289152195e-06,0.09816119491270844,0.7674623006604582,4.973778630852187e-10,0.16422457963147424,1.7879686257651124,2.42644879300214,0.9866616398475964,0.02070049198908408,0.8656462156020496
1,0.002219935934558366,0.5830090612540064,0.0012935059781377376,9.670622722622987e-12,0.00253736785550599,2.492827693427536e-11,0.21163334892606345,0.9955240898268826,1.2425137510528526,0.9758882545327864,0.467229775370457,0.9277652298722882
2,0.024055802841094574,0.2819416298082479,0.0007377026282063397,0.003106890588873712,0.3938231608273898,4.759740967491151e-08,0.18869635489244496,1.5163291581234428,1.9362386101843,0.9821084079815005,0.14947144892122016,0.7731292319794669
3,0.1548386665118475,0.469506448503778,0.0012935059781377376,2.493510419546351e-05,0.09816119491270844,2.551937434167725e-11,0.10029904053956344,0.9361461216329277,0.8925864514218633,0.9879016134219482,0.4843252253638785,0.8298956507987673
4,0.0037294923618311367,0.5830090612540064,0.0012935059781377376,3.7378810573404174e-07,0.0015057460047485699,9.964477157927916e-11,0.11723723338339115,0.761837731702836,0.7944487973693661,0.9863698815464036,0.5731960988094686,0.9209995533423128
5,0.05390207893129876,0.0037294923618311367,6.617357604827955e-08,0.002342965676631893,6.095401830739382e-05,2.051135407338735e-10,0.13957556424025824,1.2668038782120836,1.9072697479624727,0.9796952066172264,0.265927844631038,0.8731855319083017
6,0.05390207893129876,0.05390207893129876,0.0037294923618311367,5.753156267057693e-07,0.00025043374880581406,4.811373219237918e-12,0.0965907424521264,0.6824751826690477,0.9263791718219746,0.9893599149601628,0.6177568533029686,0.8856517271032621
7,0.1548386665118475,0.21117008625127576,3.211428734211389e-05,0.033596230482171516,0.7465418609724369,5.54891699681139e-10,0.059978666203611336,0.9422226370454552,1.0608049564023754,0.9928403834180966,0.4647118014437782,0.9193212289351976
8,0.024055802841094574,0.05390207893129876,0.0007377026282063397,1.30723624607853e-07,0.22093576367931425,6.604299422380144e-11,0.11311381347562853,1.2400049343020785,1.145875356794519,0.9860453835493144,0.3319100472497519,0.8834867604919596
9,0.024055802841094574,0.469506448503778,0.0012935059781377376,1.45278746053288e-05,0.01292210540641953,9.670622722622987e-12,0.11679516682951055,1.33576022128476,1.2952556925137029,0.9869951328511536,0.24305913296015624,0.8766875306269954
10,0.11119526053829193,0.1548386665118475,0.002219935934558366,0.1303144795171302,0.255084772503005,4.67439983649974e-11,0.07995987316407731,0.8183762415951981,0.9398928189122504,0.9898212472701468,0.5357079488364503,0.947044803407824
11,0.36818778606286096,0.7020569828664881,0.006134033421858026,0.3443836004755157,0.3586017291523429,1.1003587472747206e-12,0.04723447904310575,0.9085061181173232,0.5204793863674562,0.9941319357429296,0.5017153546466128,0.9492937881194082
12,0.2819416298082479,0.469506448503778,0.0002248739317492479,1.060310144478976e-05,0.04320373517954485,2.114983688122918e-11,0.08318168082881218,0.9369340966563486,0.9025361661774212,0.9883366479330988,0.4642839022311106,0.9120238522879512
13,0.11119526053829193,0.1548386665118475,0.0037294923618311367,3.555161448114645e-08,0.0009179235476966764,2.9297813115028217e-10,0.09957691171672574,1.0755923063855757,0.7610968760539244,0.9855933006477456,0.390488120801133,0.9265436012345304
14,0.015577131622877688,0.036384287874917334,0.0004117410017938116,6.666874861842528e-13,7.828461178730814e-06,5.838879684305232e-12,0.2071836502210915,1.13017741893096,0.8913218875504889,0.9813742360159684,0.4129155223047768,0.9309838629010754
